Rank,Name,Platform,Year,Publisher,Developer,Critic_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
2298,Dead Rising 2,X360,2010,Capcom  ,Blue Castle Games  ,8.2,0.75,0.53,0.09,0.13,1.49
2303,Resistance 3,PS3,2011,Sony Computer Entertainment  ,Insomniac Games  ,8.3,0.64,0.57,0.05,0.22,1.49
2304,Banjo-Tooie,N64,2000,Nintendo  ,Rare Ltd.  ,9.3,0.82,0.36,0.25,0.06,1.49
2305,Pokémon Mystery Dungeon: Explorers of Sky,DS,2009,Nintendo  ,ChunSoft  ,5.7,0.57,0.43,0.44,0.12,1.56
2315,Final Fight,SNES,1991,Capcom  ,Capcom  ,10.0,0.67,0.17,0.69,0.03,1.56
2317,Professor Layton and the Mask of Miracle,3DS,2012,Nintendo  ,Level 5  ,8.4,0.32,1.05,0.36,0.11,1.84
2318,SoulCalibur IV,PS3,2008,Namco Bandai  ,Project Soul  ,8.4,0.72,0.4,0.14,0.2,1.47
2325,007: Quantum of Solace,X360,2008,Activision  ,Treyarch  ,6.6,0.82,0.51,0.01,0.14,1.48
2333,Kirby & the Amazing Mirror,GBA,2004,Nintendo  ,Flagship  ,7.9,0.8,0.05,0.76,0.03,1.64
2334,Mario Golf,N64,1999,Nintendo  ,Camelot Software Planning  ,9.0,0.62,0.18,0.65,0.02,1.47
2335,Minecraft,WiiU,2016,Mojang  ,4J Studios  ,5.5,0.5,0.49,0.38,0.09,1.47
2337,Fight Night Round 3,X360,2006,EA Sports  ,EA Chicago  ,8.6,1.33,0.03,0.01,0.1,1.47
2344,Super Monkey Ball,GC,2001,Sega  ,Amusement Vision  ,9.0,0.95,0.37,0.1,0.04,1.46
2351,Battlefield: Bad Company,X360,2008,Electronic Arts  ,EA Digital Illusions CE  ,8.6,0.81,0.46,0.04,0.15,1.46
2352,Mass Effect 2,PS3,2011,Electronic Arts  ,BioWare Edmonton  ,9.3,0.78,0.46,0.03,0.18,1.46
2353,Homefront,X360,2011,THQ  ,Kaos Studios  ,6.7,0.83,0.48,0.02,0.12,1.46
2362,Resident Evil Outbreak,PS2,2004,Capcom  ,Capcom Production Studio 1  ,7.1,0.54,0.35,0.46,0.1,1.45
2369,The House of the Dead 2 & 3 Return,Wii,2008,Sega  ,Sega  ,6.5,0.77,0.5,0.03,0.15,1.45
2371,BioShock,PS3,2008,2K Games  ,2K Boston / 2K Australia / 2K Marin  ,9.3,0.75,0.48,0.01,0.21,1.44
2374,Captain Toad: Treasure Tracker,NS,2018,Nintendo  ,Nintendo EPD  ,8.1,0.31,0.31,0.17,0.06,0.85
2383,WWE SmackDown vs Raw 2008,X360,2007,THQ  ,Yuke's Media Creations  ,7.3,0.92,0.38,0.0,0.13,1.43
2386,Kinect Joy Ride,X360,2010,Microsoft Game Studios  ,Big Park  ,5.6,0.92,0.39,0.0,0.12,1.43
2390,The Legend of Zelda: Twilight Princess,GC,2006,Nintendo  ,Nintendo EAD  ,9.5,1.15,0.36,0.04,0.04,1.59
2395,SoulCalibur III,PS2,2005,Namco  ,Namco  ,8.5,0.74,0.15,0.13,0.05,1.07
2400,Pokémon XD: Gale of Darkness,GC,2005,Nintendo  ,Genius Sonority Inc.  ,6.9,0.71,0.19,0.31,0.03,1.25
2402,Sonic Heroes,GC,2004,Sega  ,Sonic Team  ,7.2,1.05,0.44,0.06,0.04,1.6
2403,Super Metroid,SNES,1994,Nintendo  ,Intelligent Systems  ,8.0,0.57,0.12,0.71,0.02,1.42
2407,UFC Undisputed 2010,PS3,2010,THQ  ,Yuke's Future Media Creators  ,8.4,0.8,0.4,0.02,0.19,1.42
2408,Rayman Raving Rabbids,Wii,2006,Ubisoft  ,Ubisoft Montpellier  ,7.5,1.22,0.07,0.02,0.11,1.42
2414,Metroid Prime 3: Corruption,Wii,2007,Nintendo  ,Retro Studios  ,9.0,0.89,0.74,0.07,0.09,1.79
2415,Style Savvy: Fashion Forward,3DS,2016,Nintendo  ,syn Sophia  ,6.5,0.08,0.67,0.03,0.05,0.83
2431,Bravely Default: Flying Fairy,3DS,2014,Nintendo  ,Square Enix  ,8.2,0.5,0.34,0.49,0.08,1.41
2443,Pokémon Rumble Blast,3DS,2011,Nintendo  ,Ambrella  ,5.3,0.47,0.26,0.35,0.07,1.15
2445,Resident Evil - Code: Veronica X,PS2,2001,Capcom  ,Capcom  ,8.4,1.08,0.7,0.34,0.21,2.34
2446,Star Ocean: Till The End of Time,PS2,2004,Square Enix  ,tri-Ace  ,7.8,0.8,0.21,0.55,0.15,1.72
2457,Sonic Generations,X360,2011,Sega  ,Sonic Team  ,7.7,0.71,0.54,0.0,0.13,1.39
2458,Ace Combat 6: Fires of Liberation,X360,2007,Namco Bandai  ,Namco Bandai Games  ,8.1,0.69,0.04,0.22,0.07,1.01
2466,Far Cry 2,PS3,2008,Ubisoft  ,Ubisoft Montreal  ,8.4,0.43,0.69,0.01,0.26,1.38
2468,Deus Ex: Human Revolution,X360,2011,Square Enix  ,Eidos Montreal  ,8.8,0.77,0.47,0.02,0.12,1.38
2473,Deus Ex: Human Revolution,PS3,2011,Square Enix  ,Eidos Montreal  ,8.8,0.5,0.6,0.07,0.22,1.38
2482,Crysis 2,X360,2011,Electronic Arts  ,Crytek  ,8.7,0.73,0.5,0.02,0.13,1.37
2484,Dead Rising 2,PS3,2010,Capcom  ,Blue Castle Games  ,8.1,0.43,0.57,0.15,0.22,1.37
2487,Paper Mario,N64,2001,Nintendo  ,Intelligent Systems  ,9.1,0.58,0.18,0.59,0.02,1.38
2490,Pokémon Mystery Dungeon: Gates to Infinity,3DS,2013,Nintendo  ,Spike Chunsoft  ,5.9,0.44,0.32,0.47,0.07,1.31
2497,Need for Speed: The Run,X360,2011,Electronic Arts  ,EA Black Box  ,5.5,0.63,0.57,0.0,0.16,1.37
2502,Wolfenstein II: The New Colossus,PS4,2017,Bethesda Softworks  ,MachineGames  ,9.0,0.55,0.58,0.01,0.22,1.36
2506,Captain Toad: Treasure Tracker,WiiU,2014,Nintendo  ,Nintendo EAD Tokyo  ,7.7,0.64,0.46,0.2,0.11,1.41
2510,Gardening Mama,DS,2009,Majesco  ,Taito Corporation  ,6.6,0.79,0.42,0.01,0.13,1.36
2513,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Capcom  ,Capcom  ,8.2,0.81,0.28,0.11,0.15,1.36
2515,Metroid: Other M,Wii,2010,Nintendo  ,Nintendo SPD Production Group 1/Team Ninja  ,7.7,0.85,0.28,0.13,0.1,1.36
2521,Burnout Paradise,X360,2008,Electronic Arts  ,Criterion  ,8.9,0.63,0.57,0.01,0.14,1.35
2524,Kid Icarus: Uprising,3DS,2012,Nintendo  ,Project Sora  ,8.0,0.48,0.36,0.37,0.07,1.28
2525,Kirby Air Ride,GC,2003,Nintendo  ,HAL Laboratory  ,6.4,1.01,0.11,0.45,0.04,1.62
2527,Resident Evil,GC,2002,Capcom  ,Capcom  ,8.9,0.63,0.38,0.35,0.05,1.42
2531,FIFA Soccer 09,PSP,2008,EA Sports  ,EA Canada  ,8.1,0.23,0.73,0.02,0.37,1.35
2536,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Ubisoft  ,Ubisoft Montreal  ,8.2,0.66,0.45,0.04,0.2,1.34
2537,Devil May Cry 4,X360,2008,Capcom  ,Capcom  ,8.5,0.79,0.34,0.08,0.13,1.34
2538,F1 2010,PS3,2010,Codemasters  ,Codemasters Birmingham  ,8.0,0.25,0.75,0.08,0.26,1.34
2540,The Legend of Zelda: Tri Force Heroes,3DS,2015,Nintendo  ,GREZZO  ,7.4,0.61,0.34,0.19,0.09,1.24
2542,The ICO & Shadow of the Colossus Collection,PS3,2011,Sony Computer Entertainment  ,Bluepoint Games  ,9.0,0.67,0.36,0.13,0.18,1.34
2543,Donkey Kong Jungle Beat,GC,2005,Nintendo  ,Nintendo EAD Tokyo  ,7.9,0.84,0.22,0.24,0.04,1.34
2544,Need for Speed Carbon,PS2,2006,Electronic Arts  ,EA Black Box  ,7.7,1.22,0.05,0.05,0.01,1.34
2545,Battlefield: Bad Company,PS3,2008,Electronic Arts  ,EA Digital Illusions CE  ,8.6,0.76,0.36,0.05,0.17,1.34
2551,Crysis 2,PS3,2011,Electronic Arts  ,Crytek  ,8.8,0.48,0.57,0.06,0.22,1.33
2553,Alan Wake,X360,2010,Microsoft Game Studios  ,Remedy Entertainment  ,8.3,0.66,0.5,0.05,0.12,1.33
2555,Spider-Man: The Movie,GBA,2002,Activision  ,Digital Eclipse  ,7.9,0.92,0.35,0.01,0.05,1.33
2559,Tony Hawk's Pro Skater,GB,2000,Activision  ,Natsume  ,7.1,0.9,0.38,0.01,0.05,1.33
2564,Grand Theft Auto: Chinatown Wars,DS,2009,Rockstar Games  ,Rockstar Leeds/North  ,9.5,0.58,0.56,0.05,0.14,1.33
2566,WWE SmackDown vs Raw 2008,PS3,2007,THQ  ,Yuke's Media Creations  ,7.3,0.62,0.5,0.01,0.2,1.33
2568,UFC Undisputed 2010,X360,2010,THQ  ,Yuke's Future Media Creators  ,8.6,0.9,0.31,0.0,0.11,1.32
2569,Fallout 76,PS4,2018,Bethesda Softworks  ,Bethesda Game Studios  ,5.1,0.52,0.49,0.1,0.2,1.32
2570,Need for Speed Underground Rivals,PSP,2005,Electronic Arts  ,Team Fusion  ,7.6,0.69,0.38,0.02,0.24,1.32
2576,MAG: Massive Action Game,PS3,2010,Sony Computer Entertainment  ,Zipper Interactive  ,7.4,0.77,0.3,0.09,0.16,1.32
2582,Rage,PS3,2011,Bethesda Softworks  ,id Software  ,7.9,0.47,0.59,0.06,0.2,1.32
2590,Nintendo Labo: Toy-Con 01 Variety Kit,NS,2018,Nintendo  ,Nintendo EPD  ,7.7,0.44,0.34,0.27,0.07,1.12
2603,NBA Live 07,PS2,2006,EA Sports  ,EA Canada  ,6.3,1.07,0.04,0.02,0.17,1.3
2607,Devil May Cry 3: Dante's Awakening,PS2,2005,Capcom  ,Capcom  ,8.6,0.99,0.63,0.29,0.19,2.09
2612,Final Fantasy: Crystal Chronicles,GC,2004,Nintendo  ,Square Enix  ,7.7,0.72,0.38,0.36,0.04,1.49
2613,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Square Enix  ,Square Enix  ,7.5,0.88,0.27,0.34,0.1,1.6
2614,Kingdom Hearts HD II.8 Final Chapter Prologue,PS4,2017,Square Enix  ,Square-Enix  ,7.6,0.57,0.25,0.2,0.17,1.2
2615,Monster Hunter Freedom,PSP,2006,Capcom  ,Capcom  ,7.0,0.24,0.04,1.03,0.04,1.34
2617,Resident Evil: The Umbrella Chronicles,Wii,2007,Capcom  ,Cavia Inc.  ,7.5,0.67,0.43,0.29,0.14,1.52
2619,SaGa Frontier,PS,1998,Sony Computer Entertainment  ,SquareSoft  ,8.0,0.15,0.04,1.07,0.09,1.35
2620,Super Street Fighter IV: 3D Edition,3DS,2011,Capcom  ,Capcom  ,8.5,0.55,0.45,0.14,0.09,1.22
2624,Xenogears,PS,1998,Square  ,SquareSoft  ,7.8,0.29,0.19,0.89,0.1,1.46
2630,The Last Guardian,PS4,2016,Sony Interactive Entertainment  ,SIE Japan Studio  ,7.9,0.4,0.58,0.13,0.19,1.29
2649,Need for Speed Carbon,Wii,2006,Electronic Arts  ,EA Black Box  ,6.4,0.45,0.66,0.02,0.15,1.28
2658,Castlevania: Symphony of the Night,PS,1997,Konami  ,Konami Computer Entertainment Tokyo  ,9.3,0.58,0.4,0.21,0.08,1.27
2664,WWE '12,X360,2011,THQ  ,"Yuke's Co., Ltd.  ",7.5,0.74,0.4,0.0,0.12,1.27
2667,Mario Golf: Toadstool Tour,GC,2003,Nintendo  ,Camelot Software Planning  ,8.1,1.09,0.15,0.25,0.04,1.53
2669,Pikmin 3,WiiU,2013,Nintendo  ,Nintendo EAD  ,8.7,0.47,0.38,0.29,0.08,1.23
2673,.hack//Infection Part 1,PS2,2003,Bandai  ,CyberConnect2  ,7.7,0.49,0.38,0.26,0.13,1.27
2685,Tomb Raider: Underworld,PS3,2008,Eidos Interactive  ,Crystal Dynamics  ,7.8,0.45,0.55,0.05,0.21,1.26
2688,SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Sony Computer Entertainment  ,Slant Six Games  ,6.3,0.94,0.17,0.02,0.14,1.26
2691,Assassin's Creed: Bloodlines,PSP,2009,Ubisoft  ,Griptonite Studio  ,6.3,0.43,0.5,0.05,0.28,1.26
2695,Dead or Alive 4,X360,2005,Tecmo  ,Team Ninja  ,8.6,0.3,0.03,0.1,0.03,0.47
2699,Resident Evil Zero,GC,2002,Capcom  ,Capcom Production Studio 3 / Flagship  ,8.2,0.54,0.27,0.45,0.04,1.29
2701,Need for Speed: Most Wanted,X360,2005,Electronic Arts  ,Electronic Arts  ,8.4,1.0,0.13,0.02,0.1,1.25
2703,Black,PS2,2006,Electronic Arts  ,Criterion Games  ,7.7,1.01,0.04,0.03,0.16,1.25
2709,Cars 2,DS,2011,Disney Interactive Studios  ,Avalanche Software  ,6.5,0.68,0.41,0.04,0.12,1.25
2725,Need for Speed Carbon,PS3,2006,Electronic Arts  ,EA Black Box  ,7.8,0.49,0.51,0.03,0.2,1.24
2732,2010 FIFA World Cup South Africa,PS3,2010,EA Sports  ,EA Canada  ,8.2,0.3,0.64,0.07,0.22,1.23
2738,Donkey Kong Country 2,GBA,2004,Nintendo  ,Rare Ltd.  ,7.6,0.79,0.27,0.12,0.04,1.23
2740,Star Wars Battlefront II,PSP,2005,LucasArts  ,Savage Entertainment  ,6.9,1.05,0.06,0.01,0.1,1.22
2741,Intelligent Qube,PS,1997,Sony Computer Entertainment  ,Sony Computer Entertainment  ,7.4,0.13,0.07,1.0,0.02,1.22
2744,Kirby: Mass Attack,DS,2011,Nintendo  ,HAL Laboratory  ,8.4,0.48,0.06,0.41,0.05,1.0
2762,Bayonetta,PS3,2010,Sega  ,PlatinumGames  ,8.6,0.44,0.4,0.21,0.16,1.21
2766,Super Monkey Ball: Banana Blitz,Wii,2006,Sega  ,Sega  ,7.3,1.05,0.91,0.04,0.24,2.24
2771,Boom Blox,Wii,2008,Electronic Arts  ,EA Los Angeles  ,8.6,0.71,0.38,0.0,0.12,1.21
2773,FIFA Soccer 11,PSP,2010,EA Sports  ,HB Studios  ,7.0,0.13,0.7,0.01,0.36,1.21
2779,F1 2011,PS3,2011,Codemasters  ,Codemasters Birmingham  ,8.4,0.12,0.75,0.11,0.23,1.2
2780,Metal Gear Solid V: Ground Zeroes,PS4,2014,Konami Digital Entertainment  ,Kojima Productions  ,7.6,0.36,0.5,0.17,0.17,1.2
2788,Dino Crisis 2,PS,2000,Capcom  ,Capcom Production Studio 4  ,8.8,0.34,0.49,0.28,0.1,1.21
2795,Final Fantasy IV,DS,2008,Square Enix  ,Matrix Software  ,8.5,0.51,0.04,0.62,0.05,1.21
2804,Ninja Gaiden,XB,2004,Tecmo  ,Team Ninja  ,9.4,0.92,0.2,0.07,0.04,1.23
2807,Shenmue,DC,2000,Sega  ,Sega-AM2  ,8.9,0.52,0.24,0.38,0.04,1.18
2810,Sonic and the Black Knight,Wii,2009,Sega  ,Sonic Team  ,4.8,0.66,0.34,0.01,0.11,1.12
2818,Shadow of the Colossus,PS4,2018,Sony Interactive Entertainment  ,Bluepoint Games  ,9.3,0.44,0.52,0.05,0.19,1.2
2819,God of War: Ghost of Sparta,PSP,2010,Sony Computer Entertainment  ,Ready at Dawn  ,8.3,0.41,0.36,0.03,0.21,1.01
2821,Mario & Sonic at the London 2012 Olympic Games,3DS,2012,Sega  ,Sega  ,6.5,0.18,0.66,0.27,0.08,1.19
2826,Metal Gear Solid: Portable Ops,PSP,2006,Konami  ,Kojima Productions  ,8.7,0.38,0.35,0.38,0.09,1.19
2834,Spider-Man: The Movie,GC,2002,Activision  ,Treyarch  ,7.6,0.86,0.27,0.01,0.04,1.19
2841,Donkey Konga,GC,2004,Nintendo  ,Namco  ,7.3,0.5,0.16,0.46,0.03,1.15
2843,Miitopia,3DS,2017,Nintendo  ,Nintendo EPD  ,6.6,0.3,0.54,0.26,0.07,1.17
2851,Red Dead Redemption: Undead Nightmare,PS3,2010,Rockstar Games  ,Rockstar San Diego  ,10.0,0.47,0.45,0.06,0.19,1.18
2852,WWE '12,PS3,2011,THQ  ,"Yuke's Co., Ltd.  ",9.0,0.53,0.45,0.02,0.17,1.18
2857,Mission: Impossible,N64,1998,Ocean  ,Infogrames  ,6.6,0.74,0.38,0.02,0.03,1.17
2859,WWE SmackDown vs. Raw 2010,PS3,2009,THQ  ,JAKKS Pacific  ,8.1,0.48,0.48,0.01,0.19,1.17
2861,Army of Two,PS3,2008,Electronic Arts  ,EA Montreal  ,7.4,0.74,0.26,0.02,0.15,1.17
2865,Sunset Overdrive,XOne,2014,Microsoft Studios  ,Insomniac Games  ,8.0,0.64,0.42,0.0,0.1,1.16
2866,Ace Combat 3: Electrosphere,PS,2000,Namco  ,Namco  ,7.6,0.22,0.15,0.4,0.05,0.83
2870,Bushido Blade,PS,1997,Sony Computer Entertainment  ,Light Weight  ,8.2,0.39,0.27,0.43,0.08,1.16
2873,Mirror's Edge,X360,2008,Electronic Arts  ,EA Digital Illusions CE  ,7.6,0.51,0.51,0.01,0.12,1.16
2876,Jet Force Gemini,N64,1999,Rare  ,Rare Ltd.  ,8.1,0.78,0.28,0.07,0.02,1.16
2877,Mario Power Tennis,GC,2004,Nintendo  ,Camelot Software Planning  ,8.1,0.58,0.16,0.46,0.03,1.22
2879,Pokken Tournament DX,NS,2017,Nintendo  ,Namco Bandai Games  ,8.0,0.79,0.47,0.32,0.12,1.71
2881,Tekken 6,PSP,2009,Namco Bandai  ,Namco Bandai Games  ,8.2,0.15,0.04,0.1,0.03,0.32
2884,Medal of Honor Heroes 2,PSP,2007,Electronic Arts  ,Team Fusion  ,6.6,0.5,0.39,0.02,0.25,1.16
2886,FIFA Soccer 10,PSP,2009,EA Sports  ,EA Canada  ,7.9,0.16,0.68,0.01,0.31,1.16
2892,The Elder Scrolls V: Skyrim,NS,2017,Bethesda Softworks  ,Bethesda Softworks  ,8.6,0.67,0.32,0.06,0.1,1.15
2897,Dragon Quest VIII: Journey of the Cursed King,3DS,2017,Nintendo  ,Level 5 / Armor Project  ,8.8,0.14,0.11,0.88,0.02,1.15
2898,Ratchet & Clank: All 4 One,PS3,2011,Sony Computer Entertainment  ,Insomniac Games  ,7.5,0.75,0.22,0.05,0.13,1.15
2902,LEGO City Undercover,WiiU,2013,Nintendo  ,TT Fusion  ,7.5,0.5,0.52,0.13,0.09,1.24
2903,Ninja Gaiden II,X360,2008,Microsoft  ,Team Ninja  ,8.2,0.65,0.22,0.05,0.1,1.01
2913,Super Street Fighter IV,PS3,2010,Capcom  ,Capcom / Dimps Corporation  ,9.3,0.68,0.33,0.18,0.15,1.34
2915,007: Quantum of Solace,PS3,2008,Activision  ,Treyarch  ,6.6,0.43,0.51,0.02,0.19,1.14
2919,Shadow of the Colossus,PS2,2005,Sony Computer Entertainment  ,Team ICO  ,9.1,0.78,0.03,0.2,0.13,1.14
2920,Brave Fencer Musashi,PS,1998,Square  ,SquareSoft  ,8.4,0.25,0.17,0.65,0.07,1.14
2923,Hot Shots Golf: Out of Bounds,PS3,2008,Sony Computer Entertainment  ,Clap Hanz  ,8.3,0.31,0.03,0.76,0.04,1.14
2927,Punch-Out!!,Wii,2009,Nintendo  ,Next Level Games  ,8.7,0.0,0.17,0.05,0.04,0.26
2928,Resident Evil - Code: Veronica,DC,2000,Capcom  ,Capcom  ,9.2,0.41,0.23,0.47,0.03,1.14
2933,Tales of Destiny,PS,1998,Namco  ,Wolfteam  ,6.2,0.09,0.06,0.83,0.07,1.04
2945,Mirror's Edge,PS3,2008,Electronic Arts  ,EA Digital Illusions CE  ,7.7,0.31,0.59,0.02,0.21,1.13
2946,Rocksmith,X360,2011,Ubisoft  ,Ubisoft  ,8.0,0.85,0.19,0.01,0.08,1.13
2947,Plants vs Zombies: Garden Warfare,X360,2014,Electronic Arts  ,PopCap Games  ,8.0,0.54,0.5,0.0,0.09,1.13
2951,Resident Evil Director's Cut,PS,1997,Capcom  ,Capcom  ,8.3,1.82,1.24,0.47,0.25,3.77
2952,The Legend of Zelda: Twilight Princess HD,WiiU,2016,Nintendo  ,Tantalus Interactive  ,8.4,0.67,0.37,0.1,0.1,1.24
2955,Rocksmith,PS3,2011,Ubisoft  ,Ubisoft  ,8.0,0.53,0.38,0.09,0.13,1.13
2961,ModNation Racers,PS3,2010,Sony Computer Entertainment  ,United Front Games  ,8.1,0.5,0.4,0.06,0.16,1.13
2964,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Sony Computer Entertainment  ,Zipper Interactive  ,7.9,1.03,0.0,0.01,0.08,1.12
2968,Golden Sun: The Lost Age,GBA,2003,Nintendo  ,Camelot Software Planning  ,8.3,0.61,0.27,0.27,0.07,1.22
2971,Pikmin 2,GC,2004,Nintendo  ,Nintendo EAD  ,9.1,0.48,0.13,0.56,0.03,1.2
2979,Dragon Age II,X360,2011,Electronic Arts  ,BioWare Corp.  ,8.0,0.72,0.29,0.01,0.09,1.12
2981,Crackdown 2,X360,2010,Microsoft Game Studios  ,Ruffian Games  ,7.5,0.63,0.36,0.02,0.1,1.12
2982,Crash Bandicoot N. Sane Trilogy,NS,2018,Activision  ,Toys for Bob  ,6.0,0.44,0.57,0.02,0.09,1.11
2987,Castlevania: Lords of Shadow,PS3,2010,Konami  ,Mercury Steam  ,8.1,0.5,0.37,0.1,0.15,1.11
2992,Fantasy Life,3DS,2014,Nintendo  ,Level 5/Brownie Brown  ,6.9,0.28,0.38,0.37,0.06,1.09
2996,Red Dead Redemption: Undead Nightmare,X360,2010,Rockstar Games  ,Rockstar San Diego  ,10.0,0.61,0.38,0.02,0.1,1.11
3011,Chrono Trigger,DS,2008,Square Enix  ,Square Enix  ,9.2,0.61,0.17,0.49,0.08,1.34
3017,F-Zero X,N64,1998,Nintendo  ,Nintendo EAD  ,8.5,0.45,0.33,0.29,0.03,1.1
3023,Madden NFL 07,X360,2006,EA Sports  ,EA Tiburon  ,8.2,1.66,0.0,0.01,0.13,1.8
3024,Metroid Prime 2: Echoes,GC,2004,Nintendo  ,Retro Studios  ,9.2,0.87,0.35,0.07,0.04,1.33
3026,Ninja Gaiden Sigma,PS3,2007,Tecmo  ,Team Ninja  ,8.8,0.57,0.32,0.09,0.16,1.15
3039,FIFA 18,NS,2017,EA Sports  ,EA Vancouver  ,5.8,0.35,0.55,0.13,0.07,1.1
3040,GRID,PS3,2008,Codemasters  ,Codemasters  ,8.6,0.31,0.57,0.03,0.19,1.1
3050,Star Ocean: The Second Story,PS,1999,Sony Computer Entertainment  ,tri-Ace  ,8.2,0.26,0.1,0.72,0.02,1.1
3051,Untold Legends: Brotherhood of the Blade,PSP,2005,Sony Online Entertainment  ,Sony Online Entertainment  ,6.5,0.54,0.33,0.01,0.22,1.09
3052,Ace Combat 2,PS,1997,Namco  ,Namco  ,8.5,0.16,0.11,0.56,0.06,0.89
3064,Bully: Scholarship Edition,X360,2008,Rockstar Games  ,Rockstar Vancouver/Mad Doc Software  ,8.1,0.53,0.42,0.03,0.11,1.09
3072,Skate 2,X360,2009,Electronic Arts  ,EA Black Box  ,8.2,0.82,0.17,0.01,0.09,1.09
3076,Dante's Inferno,PS3,2010,Electronic Arts  ,Visceral Games  ,7.3,0.64,0.28,0.04,0.12,1.08
3078,Virtua Fighter 5,PS3,2007,Sega  ,Sega-AM2  ,8.7,0.29,0.52,0.08,0.2,1.08
3079,Pro Evolution Soccer 2014,PS3,2013,Konami Digital Entertainment  ,Konami  ,8.3,0.03,0.46,0.51,0.08,1.08
3087,Metroid Prime Hunters,DS,2006,Nintendo  ,Nintendo Software Technology Corporation  ,8.4,0.57,0.04,0.11,0.06,0.76
3090,Grand Theft Auto: Chinatown Wars,PSP,2009,Rockstar Games  ,Rockstar Leeds  ,9.2,0.28,0.5,0.03,0.27,1.08
3092,Star Fox: Assault,GC,2005,Nintendo  ,Namco  ,6.6,0.68,0.18,0.19,0.03,1.08
3095,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Capcom  ,Capcom  ,8.4,0.79,0.18,0.03,0.08,1.07
3099,Prince of Persia,PS3,2008,Ubisoft  ,Ubisoft Montreal  ,8.3,0.47,0.41,0.03,0.17,1.07
3107,Virtua Fighter,SAT,1995,Sega  ,Sega-AM2  ,9.0,0.17,0.12,0.77,0.02,1.07
3111,Tomb Raider: Underworld,X360,2008,Eidos Interactive  ,Crystal Dynamics  ,7.5,0.53,0.42,0.01,0.11,1.07
3113,Naruto: Ultimate Ninja Storm,PS3,2008,Namco Bandai  ,CyberConnect2  ,7.8,0.49,0.34,0.09,0.15,1.07
3118,Spore Creatures,DS,2008,Electronic Arts  ,Foundation 9  ,7.2,0.66,0.3,0.0,0.1,1.07
3122,DiRT 3,PS3,2011,Codemasters  ,Codemasters  ,9.0,0.27,0.58,0.01,0.2,1.06
3128,Endless Ocean,Wii,2008,Nintendo  ,Arika  ,6.8,0.43,0.46,0.09,0.09,1.06
3131,Sonic Generations,3DS,2011,Sega  ,Sonic Team  ,6.3,0.44,0.52,0.01,0.08,1.06
3132,Mario & Luigi: Paper Jam,3DS,2016,Nintendo  ,AlphaDream Corporation  ,7.4,0.2,0.33,0.27,0.04,0.85
3133,Wario Land: Shake It!,Wii,2008,Nintendo  ,Good-Feel  ,7.3,0.59,0.31,0.15,0.1,1.15
3138,Darksiders,X360,2010,THQ  ,Vigil Games  ,7.8,0.67,0.28,0.01,0.1,1.06
3140,Mercenaries 2: World in Flames,X360,2008,Electronic Arts  ,Pandemic Studios  ,7.1,0.65,0.3,0.01,0.1,1.06
3143,Call of Duty 4: Modern Warfare,DS,2007,Activision  ,n-Space  ,7.3,0.95,0.02,0.01,0.08,1.05
3145,Resident Evil: The Darkside Chronicles,Wii,2009,Capcom  ,"Cavia, inc.  ",7.2,0.46,0.31,0.2,0.09,1.05
3153,MySims Agents,Wii,2009,Electronic Arts  ,EA Redwood Shores  ,7.5,0.63,0.32,0.0,0.1,1.05
3158,F-Zero: Maximum Velocity,GBA,2001,Nintendo  ,"Nd Cube Co., Ltd.  ",8.7,0.39,0.16,0.37,0.12,1.04
3159,Mario Superstar Baseball,GC,2005,Nintendo  ,Namco / NOW Production  ,7.2,0.93,0.24,0.25,0.04,1.46
3160,Star Fox 64 3D,3DS,2011,Nintendo  ,Nintendo EAD  ,8.0,0.48,0.29,0.13,0.07,0.96
3170,Rocksmith 2014,PS3,2013,Ubisoft  ,Ubisoft San Francisco  ,9.1,0.56,0.26,0.05,0.17,1.05
3176,WWE SmackDown vs. Raw 2010,X360,2009,THQ  ,JAKKS Pacific  ,8.2,0.56,0.37,0.01,0.1,1.04
3177,Sleeping Dogs,PS3,2012,Square Enix  ,United Front Games  ,8.1,0.31,0.5,0.05,0.17,1.04
3183,Naruto: Clash of Ninja 2,GC,2006,D3 Publisher  ,8ing/Raizing  ,7.4,0.44,0.12,0.45,0.03,1.04
3185,Bomberman 64,N64,1997,Hudson Soft  ,Hudson Soft  ,6.1,0.5,0.2,0.31,0.03,1.04
3187,Final Fantasy XII: Revenant Wings,DS,2007,Square Enix  ,Square Enix / Think and Feel Inc.  ,8.2,0.33,0.41,0.54,0.1,1.37
3197,MotorStorm: Arctic Edge,PSP,2009,Sony Computer Entertainment  ,Bigbig Studios  ,7.7,0.16,0.58,0.0,0.3,1.04
3198,Brink,X360,2011,Bethesda Softworks  ,Splash Damage  ,6.8,0.59,0.35,0.01,0.09,1.04
3202,Resident Evil VII: Biohazard,XOne,2017,Capcom  ,Capcom  ,7.9,0.51,0.3,0.0,0.08,0.89
